Scenario ID,Date,Event Type,Process Area,Loss Amount (kUSD),Frequency (Nk),Severity (Xi),OpVar (%),ML,GDP (%),VIX,Target
ALE-1161,Synth-2022,Tech Failure,Payments,10.0,2,1.87,1.33,0.91,3.4,23,1
ALE-0209,Synth-2022,System Failure,Retail Banking,111.95,4,1.3,1.23,1.38,3.0,17,2
ALE-0334,Synth-2022,Data Breach,E-Banking,132.44,2,2.33,1.99,1.55,3.8,23,2
ALE-0583,Synth-2022,System Failure,E-Banking,72.96,1,1.56,3.18,2.27,2.5,18,2
ALE-1116,Synth-2022,Data Breach,Retail Banking,125.53,3,2.28,3.4,2.54,3.4,18,2
ALE-0593,Synth-2022,Data Breach,E-Banking,129.43,5,1.74,3.34,3.34,3.1,24,1
OLE-0691,2022-05-10,Cyber-Fraud,Retail Banking,88.96,3,1.5,0.97,1.0,3.7,18,1
ALE-0988,Synth-2022,Tech Failure,Online Services,117.75,3,1.84,2.94,2.08,3.9,23,2
ALE-0711,Synth-2022,Data Breach,ATM Network,138.77,4,2.39,2.72,2.45,3.5,20,1
ALE-1227,Synth-2022,Phishing,E-Banking,34.72,2,0.86,2.8,1.9,2.8,20,2
OLE-0690,2023-02-06,System Failure,Retail Banking,74.95,5,1.31,0.95,1.0,3.6,21,2
OLE-0852,2023-02-01,Tech Failure,Retail Banking,36.06,3,0.82,0.69,1.0,2.8,21,1
ALE-0641,Synth-2022,Phishing,ATM Network,232.21,5,1.88,1.93,1.86,3.0,27,1
OLE-0160,2023-06-23,Cyber-Fraud,Payments,39.63,1,1.44,0.84,1.0,3.3,15,2
ALE-0038,Synth-2022,Data Breach,Online Services,173.61,5,1.87,2.3,2.04,2.8,23,0
ALE-0927,Synth-2022,Data Breach,Payments,171.77,2,2.14,1.31,0.93,3.1,23,2
OLE-0258,2023-01-07,Data Breach,Payments,87.07,3,1.24,1.1,1.0,4.0,21,1
OLE-0336,2022-02-14,Data Breach,ATM Network,44.11,3,1.25,0.92,1.0,2.8,24,1
ALE-1229,Synth-2022,System Failure,ATM Network,87.59,1,0.94,1.64,1.93,3.8,20,1
ALE-0182,Synth-2022,Tech Failure,Online Services,143.11,3,1.49,1.88,1.43,3.8,20,1
OLE-0516,2023-05-04,Tech Failure,Retail Banking,76.93,3,1.06,1.36,1.0,2.7,21,0
ALE-0491,Synth-2022,Data Breach,Online Services,234.13,1,1.09,2.84,2.57,2.9,26,2
ALE-0158,Synth-2022,Tech Failure,E-Banking,113.17,3,1.79,1.43,1.1,2.5,22,2
OLE-0769,2022-12-04,Cyber-Fraud,ATM Network,84.79,4,0.39,0.77,1.0,4.0,14,1
ALE-1118,Synth-2022,Cyber-Fraud,Payments,144.15,5,1.2,3.33,3.82,3.3,15,2
OLE-0762,2022-09-12,Tech Failure,ATM Network,46.16,2,0.67,1.28,1.0,3.2,24,2
ALE-0389,Synth-2022,Data Breach,E-Banking,65.14,2,1.57,2.74,2.19,3.9,26,0
ALE-0346,Synth-2022,Tech Failure,E-Banking,198.92,1,2.51,1.86,1.34,3.1,16,0
ALE-0808,Synth-2022,System Failure,Retail Banking,260.19,1,2.14,1.61,1.51,3.2,16,1
ALE-0266,Synth-2022,Cyber-Fraud,ATM Network,202.69,2,2.88,1.3,1.13,3.4,28,0
OLE-0522,2022-03-22,System Failure,ATM Network,66.26,5,0.55,0.92,1.0,2.8,22,2
OLE-0023,2023-05-16,Cyber-Fraud,E-Banking,45.5,3,1.22,1.31,1.0,3.6,24,2
OLE-0357,2023-07-14,System Failure,E-Banking,43.51,3,0.34,0.7,1.0,3.0,21,2
ALE-0420,Synth-2022,Phishing,E-Banking,203.37,5,1.47,1.97,1.65,3.7,29,2
ALE-0455,Synth-2022,System Failure,Online Services,157.9,5,1.49,2.45,2.84,3.5,17,0
ALE-1047,Synth-2022,Phishing,E-Banking,92.2,2,2.89,2.67,2.01,3.6,16,0
OLE-0341,2022-06-30,Tech Failure,Payments,28.83,3,0.3,0.67,1.0,3.8,14,2
OLE-0432,2023-09-27,System Failure,Retail Banking,5.0,3,0.3,1.21,1.0,3.0,16,1
OLE-0474,2022-01-13,Tech Failure,ATM Network,13.85,4,0.51,0.6,1.0,3.9,21,1
OLE-0218,2022-08-13,Data Breach,ATM Network,73.19,5,1.44,1.46,1.0,3.4,19,1
ALE-0054,Synth-2022,System Failure,Retail Banking,142.54,5,2.93,3.04,2.45,2.9,27,0
ALE-0370,Synth-2022,Data Breach,Online Services,185.56,5,1.3,2.33,2.22,3.7,18,2
ALE-1265,Synth-2022,Phishing,ATM Network,214.45,4,2.02,1.77,1.82,4.0,29,0
ALE-0154,Synth-2022,Tech Failure,ATM Network,102.11,2,2.57,1.83,1.4,2.8,21,2
ALE-0100,Synth-2022,Phishing,Online Services,179.94,2,2.17,1.33,1.63,3.2,23,1
OLE-0094,2022-01-28,Data Breach,Retail Banking,9.04,4,0.9,0.68,1.0,3.5,24,2
ALE-0151,Synth-2022,Cyber-Fraud,E-Banking,158.4,3,1.8,3.29,3.77,3.6,24,2
ALE-0213,Synth-2022,Phishing,ATM Network,199.42,1,2.33,2.22,1.52,2.7,23,1
ALE-0235,Synth-2022,Cyber-Fraud,E-Banking,203.9,2,2.73,2.32,1.87,2.6,22,0
ALE-0938,Synth-2022,Cyber-Fraud,Retail Banking,10.0,3,1.9,2.29,2.61,3.3,21,1
ALE-0451,Synth-2022,Data Breach,ATM Network,261.33,4,1.12,1.42,1.75,3.1,27,1
OLE-0697,2022-01-21,Data Breach,ATM Network,15.35,5,0.83,0.57,1.0,3.4,18,1
ALE-1173,Synth-2022,Cyber-Fraud,Online Services,177.55,5,2.02,1.25,1.43,3.0,29,1
ALE-0139,Synth-2022,System Failure,E-Banking,66.28,4,1.88,3.23,2.97,3.3,15,2
ALE-0601,Synth-2022,Tech Failure,Retail Banking,76.75,3,1.46,1.85,1.51,3.7,28,1
OLE-0154,2023-05-03,Data Breach,E-Banking,44.95,2,0.47,0.62,1.0,2.7,16,1
ALE-0242,Synth-2022,Data Breach,Online Services,52.14,2,1.14,3.22,2.92,3.1,25,0
ALE-1087,Synth-2022,System Failure,Payments,116.42,4,2.19,2.75,2.9,3.8,25,0
ALE-1289,Synth-2022,System Failure,E-Banking,264.42,2,0.91,3.49,2.65,2.6,25,0
OLE-0790,2022-11-22,Cyber-Fraud,ATM Network,71.58,1,0.44,1.03,1.0,2.7,16,2
OLE-0581,2023-03-03,System Failure,Payments,49.33,1,0.96,0.66,1.0,2.6,16,0
ALE-0613,Synth-2022,Data Breach,Payments,160.24,2,2.49,2.19,1.65,3.1,29,2
OLE-0704,2022-06-27,Cyber-Fraud,Retail Banking,30.64,2,1.48,1.17,1.0,2.9,14,2
ALE-0355,Synth-2022,Data Breach,Payments,151.69,5,1.17,3.11,2.59,3.4,20,1
ALE-0438,Synth-2022,Data Breach,ATM Network,139.28,3,2.62,2.08,1.72,3.6,15,0
ALE-1028,Synth-2022,System Failure,E-Banking,126.5,3,2.96,1.96,1.39,3.8,29,0
ALE-0403,Synth-2022,Data Breach,Payments,102.24,1,2.59,1.39,1.12,2.5,26,2
OLE-0488,2022-10-31,Data Breach,E-Banking,42.16,3,0.64,1.23,1.0,2.5,15,2
ALE-0767,Synth-2022,System Failure,E-Banking,113.98,2,1.28,1.35,1.02,2.8,21,1
OLE-0560,2023-08-29,Cyber-Fraud,E-Banking,75.44,2,1.47,0.74,1.0,3.5,15,2
ALE-0284,Synth-2022,Data Breach,E-Banking,102.24,3,2.01,2.76,2.25,3.1,27,0
ALE-1095,Synth-2022,Tech Failure,Online Services,162.37,2,1.58,3.25,2.82,3.5,19,1
ALE-0262,Synth-2022,System Failure,ATM Network,247.43,3,1.88,1.98,2.19,3.3,22,1
OLE-0802,2022-03-06,Tech Failure,Retail Banking,72.84,4,0.61,0.53,1.0,2.9,14,2
OLE-0513,2023-01-03,System Failure,ATM Network,124.56,3,1.25,1.48,1.0,3.9,16,1
OLE-0634,2023-12-18,Tech Failure,Retail Banking,78.07,3,1.26,0.74,1.0,2.6,19,2
ALE-1182,Synth-2022,Tech Failure,Retail Banking,187.99,3,2.42,2.46,1.68,2.8,16,0
ALE-0807,Synth-2022,Tech Failure,E-Banking,10.0,4,2.0,2.64,1.81,2.9,16,2
ALE-1166,Synth-2022,Cyber-Fraud,Payments,256.32,1,2.65,1.22,0.87,3.2,28,2
ALE-1207,Synth-2022,Data Breach,Online Services,111.13,5,1.44,2.57,1.97,3.2,18,2
ALE-0293,Synth-2022,System Failure,E-Banking,107.41,1,2.35,2.66,1.79,2.7,19,1
OLE-0791,2022-02-21,Tech Failure,Payments,120.17,3,1.46,0.61,1.0,2.9,17,2
OLE-0117,2023-03-12,Cyber-Fraud,ATM Network,73.67,3,1.48,0.64,1.0,2.8,21,0
ALE-0640,Synth-2022,System Failure,Payments,132.92,1,2.05,2.84,2.04,3.2,21,0
OLE-0741,2023-11-08,Tech Failure,E-Banking,69.49,3,1.1,0.99,1.0,3.9,15,2
ALE-1057,Synth-2022,Tech Failure,E-Banking,118.81,1,1.11,1.71,1.5,2.6,25,2
ALE-0224,Synth-2022,Data Breach,Retail Banking,209.97,2,0.85,2.22,1.65,3.5,22,0
ALE-0770,Synth-2022,System Failure,Retail Banking,91.51,3,1.48,1.9,1.5,3.6,21,1
OLE-0831,2022-02-09,System Failure,E-Banking,55.26,1,1.32,1.24,1.0,3.8,22,2
OLE-0120,2022-10-04,System Failure,E-Banking,57.24,2,0.81,0.66,1.0,2.5,22,2
OLE-0657,2023-09-14,System Failure,ATM Network,49.86,2,1.1,1.32,1.0,2.9,24,1
ALE-1017,Synth-2022,Data Breach,E-Banking,230.26,3,1.98,2.91,2.99,2.8,18,2
ALE-1244,Synth-2022,Phishing,E-Banking,117.25,5,0.83,3.22,3.55,3.8,21,0
OLE-0636,2022-06-24,Cyber-Fraud,Payments,5.0,3,1.06,1.49,1.0,3.7,15,2
OLE-0370,2022-04-07,Cyber-Fraud,E-Banking,58.95,1,1.2,1.25,1.0,3.4,16,0
OLE-0269,2023-03-18,Data Breach,Payments,24.07,3,0.4,1.31,1.0,3.8,17,0
OLE-0656,2022-01-31,Data Breach,Retail Banking,66.05,2,1.16,0.77,1.0,3.0,24,0
ALE-0078,Synth-2022,Tech Failure,Payments,109.99,5,1.78,1.99,2.22,3.2,21,0
OLE-0823,2022-03-03,System Failure,Retail Banking,30.77,2,1.26,1.06,1.0,3.6,16,0
ALE-0009,Synth-2022,Phishing,ATM Network,157.8,1,2.86,3.12,2.24,3.0,21,0
OLE-0047,2023-07-01,System Failure,E-Banking,60.96,4,1.32,0.71,1.0,3.9,23,1
ALE-0516,Synth-2022,Cyber-Fraud,Payments,69.57,5,2.04,2.28,2.74,3.8,16,0
ALE-1076,Synth-2022,Phishing,Online Services,339.25,2,1.97,1.51,1.04,3.8,16,2
ALE-0134,Synth-2022,System Failure,Payments,115.88,1,1.52,2.6,1.84,2.5,18,1
ALE-0019,Synth-2022,System Failure,Payments,229.11,5,1.47,2.28,2.3,3.2,15,1
OLE-0774,2022-12-01,System Failure,Retail Banking,119.18,3,0.93,1.22,1.0,3.4,18,1
ALE-0362,Synth-2022,Data Breach,Online Services,224.78,2,0.9,2.11,1.93,3.2,26,2
ALE-0269,Synth-2022,System Failure,E-Banking,70.05,5,0.94,2.52,2.04,3.3,24,1
OLE-0005,2022-03-20,Data Breach,Payments,45.1,3,1.44,0.75,1.0,3.0,22,2
ALE-1162,Synth-2022,Cyber-Fraud,Retail Banking,194.49,2,2.64,1.28,1.3,3.2,26,2
ALE-0146,Synth-2022,Data Breach,Retail Banking,233.38,2,2.74,3.5,3.61,3.6,18,0
ALE-1031,Synth-2022,Tech Failure,Online Services,132.5,5,0.88,3.35,2.77,2.9,29,1
ALE-1093,Synth-2022,System Failure,ATM Network,261.29,3,2.04,3.24,2.56,3.5,21,0
OLE-0264,2023-11-20,System Failure,E-Banking,31.16,3,0.75,1.06,1.0,3.2,19,0
ALE-0921,Synth-2022,Data Breach,Retail Banking,85.24,2,2.93,2.75,3.03,2.7,16,1
OLE-0613,2023-08-26,Cyber-Fraud,E-Banking,29.73,1,1.01,1.32,1.0,3.1,21,2
OLE-0444,2022-07-29,Data Breach,E-Banking,72.69,3,1.27,1.08,1.0,3.6,21,2
ALE-0145,Synth-2022,Cyber-Fraud,E-Banking,197.05,2,2.89,1.35,1.1,2.6,17,1
ALE-0220,Synth-2022,System Failure,E-Banking,113.26,1,1.17,1.93,1.76,3.0,20,1
OLE-0838,2023-12-08,Cyber-Fraud,ATM Network,5.0,1,0.96,1.33,1.0,3.0,14,0
ALE-1220,Synth-2022,Phishing,Payments,167.27,4,2.16,2.73,1.85,2.7,18,0
OLE-0305,2023-06-06,Data Breach,Retail Banking,5.0,2,1.24,1.25,1.0,3.7,23,0
ALE-0508,Synth-2022,Tech Failure,Retail Banking,237.25,4,2.04,1.68,1.15,3.0,16,2
ALE-0908,Synth-2022,Cyber-Fraud,E-Banking,225.99,1,2.98,2.42,1.89,2.9,17,0
OLE-0314,2023-12-30,Cyber-Fraud,Payments,13.02,4,0.74,0.93,1.0,2.5,19,1
OLE-0150,2022-04-11,Tech Failure,Retail Banking,32.29,5,0.61,1.17,1.0,2.9,23,2
ALE-0291,Synth-2022,Cyber-Fraud,Online Services,55.65,3,1.05,2.43,2.79,3.8,16,1
ALE-0356,Synth-2022,Data Breach,Online Services,10.0,3,2.9,1.69,1.45,3.6,28,0
OLE-0575,2023-05-17,Tech Failure,Retail Banking,121.72,1,0.81,0.57,1.0,2.7,23,2
ALE-0831,Synth-2022,Data Breach,Payments,10.0,4,2.38,2.48,2.95,2.8,27,1
OLE-0051,2022-09-15,Data Breach,Payments,49.25,5,0.68,1.45,1.0,3.7,18,1
ALE-0903,Synth-2022,System Failure,ATM Network,246.1,2,2.56,2.69,3.35,2.9,25,0
OLE-0727,2022-03-05,Tech Failure,ATM Network,56.15,2,0.7,0.61,1.0,2.9,18,2
OLE-0834,2023-09-04,Tech Failure,E-Banking,44.5,5,0.64,1.29,1.0,3.9,17,0
ALE-0520,Synth-2022,Cyber-Fraud,Payments,191.66,1,2.66,1.91,1.28,2.6,16,1
ALE-0258,Synth-2022,Tech Failure,E-Banking,207.26,1,2.8,3.15,2.76,2.6,21,1
ALE-0309,Synth-2022,Phishing,Payments,233.0,1,1.21,2.66,1.94,3.5,26,2
OLE-0471,2022-01-16,System Failure,Retail Banking,36.36,4,1.48,1.3,1.0,3.6,22,0
ALE-0114,Synth-2022,Cyber-Fraud,E-Banking,140.83,5,2.81,1.68,1.33,2.6,26,0
OLE-0654,2022-08-03,Tech Failure,E-Banking,62.58,2,0.86,1.28,1.0,3.9,15,1
OLE-0400,2023-08-18,Cyber-Fraud,E-Banking,44.8,1,0.82,0.8,1.0,2.8,23,2
OLE-0512,2022-09-14,System Failure,Payments,52.19,3,1.3,1.05,1.0,2.8,17,0
OLE-0321,2023-03-21,Tech Failure,ATM Network,19.05,3,0.31,1.44,1.0,3.1,23,2
OLE-0020,2023-02-01,Tech Failure,E-Banking,19.14,4,0.96,1.1,1.0,3.3,16,1
OLE-0685,2022-01-18,Cyber-Fraud,Retail Banking,73.76,1,1.27,0.58,1.0,3.1,14,0
OLE-0036,2022-02-27,Tech Failure,Payments,30.71,3,1.02,1.18,1.0,3.2,20,0
ALE-0045,Synth-2022,Data Breach,ATM Network,92.91,4,1.43,3.24,3.06,2.7,20,2
ALE-1155,Synth-2022,Tech Failure,ATM Network,275.34,1,1.68,2.3,1.55,3.0,19,1
OLE-0828,2023-01-17,Data Breach,Retail Banking,74.31,5,1.02,0.59,1.0,3.0,14,1
ALE-1178,Synth-2022,Data Breach,Payments,156.02,3,1.76,2.03,1.7,2.9,15,1
OLE-0408,2023-01-12,Data Breach,E-Banking,19.37,5,0.41,0.69,1.0,2.6,18,1
ALE-0063,Synth-2022,Cyber-Fraud,Online Services,21.73,1,0.97,2.41,2.23,3.4,23,2
OLE-0538,2022-10-14,System Failure,Retail Banking,23.06,5,0.78,1.29,1.0,2.8,14,2
OLE-0759,2022-11-26,System Failure,E-Banking,54.16,5,0.98,1.26,1.0,3.6,14,1
ALE-0848,Synth-2022,Data Breach,Retail Banking,119.3,2,1.43,1.65,1.11,3.0,16,2
ALE-1243,Synth-2022,Tech Failure,Online Services,146.15,5,2.16,2.63,3.18,2.9,22,1
ALE-0205,Synth-2022,Phishing,ATM Network,95.89,3,2.07,2.02,2.03,3.7,19,0
ALE-0342,Synth-2022,Cyber-Fraud,E-Banking,244.51,1,2.48,2.44,2.74,3.3,17,1
OLE-0246,2023-07-05,System Failure,ATM Network,5.0,1,0.51,1.47,1.0,3.2,15,2
ALE-0559,Synth-2022,Tech Failure,ATM Network,64.16,4,2.43,2.23,1.53,3.6,26,1
ALE-0270,Synth-2022,Cyber-Fraud,E-Banking,146.13,4,0.83,2.8,2.56,3.3,27,0
OLE-0785,2022-11-19,Data Breach,Retail Banking,16.95,5,0.95,1.47,1.0,3.2,24,1
ALE-1113,Synth-2022,Data Breach,Online Services,110.22,3,2.0,3.14,3.42,3.0,22,2
OLE-0490,2023-11-10,Cyber-Fraud,Payments,11.02,1,0.54,0.52,1.0,3.8,24,1
OLE-0155,2023-07-30,Cyber-Fraud,ATM Network,51.75,2,0.31,0.92,1.0,2.9,14,2
ALE-0805,Synth-2022,Data Breach,Retail Banking,154.59,1,1.18,1.33,1.06,3.8,18,1
ALE-0104,Synth-2022,Tech Failure,Retail Banking,303.99,1,0.87,2.87,2.07,3.1,27,0
ALE-0829,Synth-2022,Phishing,E-Banking,201.99,5,2.72,1.69,1.54,3.9,21,1
OLE-0854,2023-11-13,Cyber-Fraud,Retail Banking,26.89,4,0.73,0.65,1.0,3.3,22,2
ALE-0454,Synth-2022,Phishing,E-Banking,77.54,5,2.18,3.44,3.33,2.7,16,1
OLE-0626,2022-11-27,Data Breach,ATM Network,61.31,4,0.69,1.39,1.0,2.7,19,2
OLE-0686,2023-01-03,Data Breach,Payments,32.88,4,1.22,1.13,1.0,4.0,22,1
ALE-0913,Synth-2022,System Failure,ATM Network,84.54,3,2.99,3.37,2.65,3.6,17,1
OLE-0570,2023-10-31,Tech Failure,Retail Banking,76.68,3,0.88,0.52,1.0,2.9,15,1
OLE-0566,2022-07-14,Data Breach,Payments,67.12,2,1.1,0.94,1.0,3.9,23,1
ALE-0901,Synth-2022,Tech Failure,ATM Network,129.21,5,1.66,3.41,3.3,3.7,28,1
OLE-0018,2022-02-11,Cyber-Fraud,E-Banking,34.77,2,1.21,1.3,1.0,3.2,24,0
OLE-0128,2022-09-29,System Failure,Payments,42.23,1,0.56,0.86,1.0,2.6,22,0
ALE-0489,Synth-2022,Data Breach,ATM Network,138.73,1,1.73,2.26,2.78,2.5,22,1
ALE-0422,Synth-2022,Tech Failure,E-Banking,185.77,4,1.77,3.39,2.77,2.8,29,1
ALE-1273,Synth-2022,System Failure,Retail Banking,175.03,2,2.88,1.46,1.31,2.8,17,1
ALE-0070,Synth-2022,System Failure,Retail Banking,248.19,5,1.21,2.7,2.99,3.3,29,0
ALE-0123,Synth-2022,Data Breach,ATM Network,76.14,1,0.88,1.48,0.99,3.0,26,0
OLE-0253,2022-08-25,Data Breach,ATM Network,55.61,4,1.05,0.82,1.0,3.7,22,0
OLE-0191,2022-04-05,System Failure,E-Banking,15.33,2,0.78,0.66,1.0,3.8,21,1
ALE-0282,Synth-2022,System Failure,ATM Network,118.96,2,2.04,1.98,1.93,3.5,19,1
ALE-0135,Synth-2022,Data Breach,Retail Banking,120.04,2,1.81,2.46,1.73,2.7,20,2
OLE-0700,2022-03-15,System Failure,ATM Network,107.05,2,1.16,1.09,1.0,3.2,23,0
ALE-1018,Synth-2022,Phishing,E-Banking,233.0,1,1.11,2.51,1.91,3.3,29,0
OLE-0607,2023-03-16,System Failure,Retail Banking,47.85,2,1.15,1.48,1.0,2.6,21,0
OLE-0181,2023-04-27,System Failure,ATM Network,78.59,3,1.19,1.33,1.0,3.6,18,0
OLE-0302,2022-09-13,Data Breach,E-Banking,60.68,5,0.84,0.57,1.0,3.6,21,2
OLE-0497,2023-08-26,Data Breach,Payments,24.99,1,1.36,0.55,1.0,2.8,22,1
ALE-1063,Synth-2022,Phishing,Payments,213.3,5,1.52,1.33,0.96,2.6,19,0
ALE-1078,Synth-2022,Phishing,Payments,146.33,2,1.98,2.48,2.84,3.9,23,1
ALE-1023,Synth-2022,Tech Failure,Payments,142.09,4,0.85,2.65,2.19,4.0,28,0
ALE-1142,Synth-2022,Data Breach,ATM Network,154.25,1,2.76,2.49,2.38,3.4,22,1
ALE-0997,Synth-2022,Tech Failure,Retail Banking,97.97,5,1.89,2.94,2.52,2.9,15,1
OLE-0518,2022-01-21,Cyber-Fraud,Retail Banking,51.18,5,0.8,0.56,1.0,3.1,15,0
ALE-0539,Synth-2022,Data Breach,ATM Network,130.5,4,1.08,2.8,2.43,2.5,25,0
ALE-0212,Synth-2022,Phishing,Retail Banking,30.33,2,1.2,2.78,2.33,3.8,28,0
OLE-0477,2022-09-09,Tech Failure,Payments,85.42,3,0.69,1.19,1.0,3.9,21,0
OLE-0158,2022-07-02,System Failure,Payments,39.94,4,0.57,0.88,1.0,3.2,22,2
ALE-0386,Synth-2022,Tech Failure,Retail Banking,234.13,5,2.41,1.37,1.1,3.7,27,0
ALE-0338,Synth-2022,Phishing,E-Banking,297.57,2,2.57,3.02,2.5,3.7,22,1
OLE-0017,2022-11-04,Cyber-Fraud,Payments,42.14,3,1.35,0.9,1.0,3.0,19,2
ALE-0678,Synth-2022,Phishing,Payments,163.09,2,2.53,2.26,1.51,3.8,28,1
ALE-0215,Synth-2022,Data Breach,ATM Network,313.57,5,1.36,2.2,1.89,2.9,20,2
ALE-1275,Synth-2022,Phishing,Retail Banking,298.62,2,2.35,1.55,1.44,2.6,27,2
OLE-0547,2022-10-22,System Failure,Payments,40.44,4,0.45,0.81,1.0,3.9,18,1
ALE-0682,Synth-2022,Data Breach,ATM Network,265.93,1,0.83,3.06,2.1,3.7,22,2
OLE-0659,2023-04-09,Tech Failure,Payments,71.6,5,1.21,0.55,1.0,3.8,15,0
ALE-0981,Synth-2022,System Failure,Retail Banking,95.43,3,0.84,3.42,3.78,3.7,19,0
ALE-0162,Synth-2022,Data Breach,Retail Banking,192.29,2,2.14,2.55,2.41,3.2,21,2
ALE-1194,Synth-2022,Data Breach,E-Banking,160.97,3,2.42,2.89,3.4,3.8,17,2
ALE-0647,Synth-2022,Data Breach,E-Banking,67.6,5,1.65,3.12,2.13,3.7,27,2
ALE-0102,Synth-2022,System Failure,E-Banking,105.22,5,2.76,2.51,1.83,3.7,26,0
ALE-1231,Synth-2022,Phishing,Retail Banking,165.19,4,1.8,1.49,1.09,3.3,25,0
OLE-0284,2023-05-19,Cyber-Fraud,Payments,25.24,5,0.67,1.41,1.0,3.9,17,1
ALE-0775,Synth-2022,Cyber-Fraud,Online Services,162.5,5,1.36,1.41,1.65,3.1,20,1
OLE-0798,2023-09-10,Data Breach,E-Banking,30.23,5,1.33,0.73,1.0,2.7,19,0
ALE-0982,Synth-2022,Tech Failure,Payments,127.51,5,2.1,2.44,2.13,3.3,28,0
OLE-0226,2023-10-29,Tech Failure,Retail Banking,64.17,4,1.41,0.73,1.0,3.5,21,1
OLE-0027,2023-10-10,System Failure,E-Banking,95.44,1,1.47,1.32,1.0,3.3,20,2
ALE-1147,Synth-2022,Data Breach,ATM Network,10.0,3,2.16,3.31,2.94,2.7,24,2
ALE-0942,Synth-2022,Data Breach,ATM Network,53.68,3,1.35,1.67,1.87,3.1,25,2
OLE-0438,2022-03-05,Tech Failure,Retail Banking,5.0,3,1.19,1.17,1.0,2.7,17,0
ALE-1263,Synth-2022,Tech Failure,Retail Banking,284.08,2,0.96,1.67,1.93,2.6,26,2
ALE-0531,Synth-2022,Cyber-Fraud,Payments,86.41,1,2.09,2.01,1.77,3.4,23,1
OLE-0230,2023-06-24,Tech Failure,Payments,57.26,5,0.6,1.06,1.0,3.0,17,0
OLE-0038,2022-07-06,Data Breach,Retail Banking,98.85,1,0.57,0.85,1.0,2.6,14,1
ALE-0836,Synth-2022,Cyber-Fraud,Online Services,146.91,5,2.74,3.37,3.83,3.8,26,0
OLE-0750,2022-10-10,System Failure,E-Banking,5.0,4,0.36,0.68,1.0,3.9,23,1
ALE-0188,Synth-2022,Phishing,Payments,186.86,1,2.33,1.99,2.27,2.6,24,0
ALE-0541,Synth-2022,Tech Failure,Retail Banking,255.55,1,2.06,3.25,2.59,3.2,16,0
OLE-0470,2022-02-16,System Failure,ATM Network,50.25,2,0.52,1.04,1.0,3.5,14,1
ALE-1059,Synth-2022,Cyber-Fraud,E-Banking,201.9,4,2.29,2.71,2.85,2.7,15,0
ALE-1272,Synth-2022,Cyber-Fraud,Retail Banking,206.55,2,1.15,2.7,2.69,4.0,24,1
OLE-0688,2022-01-24,System Failure,E-Banking,24.52,2,1.48,1.13,1.0,3.1,20,2
ALE-0199,Synth-2022,Data Breach,Retail Banking,196.36,2,2.22,3.11,3.73,3.8,15,1
OLE-0640,2023-08-19,Tech Failure,Retail Banking,30.63,2,1.06,1.02,1.0,2.6,24,0
ALE-1081,Synth-2022,Tech Failure,Online Services,173.17,1,1.24,2.41,2.05,3.2,20,1
ALE-0361,Synth-2022,Cyber-Fraud,ATM Network,272.6,1,0.87,2.56,2.75,3.0,21,1
ALE-0301,Synth-2022,Tech Failure,Retail Banking,223.15,5,2.72,1.86,2.16,3.9,18,1
ALE-0558,Synth-2022,Tech Failure,Online Services,92.22,2,2.81,1.41,1.08,2.7,15,1
ALE-0670,Synth-2022,Cyber-Fraud,Retail Banking,102.08,2,1.29,3.47,3.42,2.7,19,1
ALE-1016,Synth-2022,System Failure,Retail Banking,89.71,5,2.78,1.9,1.65,3.1,27,2
ALE-0443,Synth-2022,Data Breach,Payments,173.87,4,1.76,1.66,1.9,3.2,23,0
ALE-1199,Synth-2022,Cyber-Fraud,ATM Network,156.58,5,0.9,2.43,1.88,2.7,27,0
OLE-0801,2022-09-01,Cyber-Fraud,ATM Network,15.56,2,0.83,0.83,1.0,3.3,17,0
ALE-0746,Synth-2022,System Failure,ATM Network,148.27,4,1.4,2.53,1.96,3.5,27,2
OLE-0161,2022-09-20,Data Breach,Retail Banking,33.13,3,0.67,1.18,1.0,3.4,15,1
ALE-0847,Synth-2022,Cyber-Fraud,Retail Banking,85.32,3,2.09,1.83,2.22,3.7,23,1
ALE-0099,Synth-2022,System Failure,Payments,168.71,4,0.89,2.41,1.7,3.8,17,2
ALE-0886,Synth-2022,System Failure,Retail Banking,165.95,5,1.48,2.37,1.69,3.1,24,0
ALE-0329,Synth-2022,Tech Failure,E-Banking,275.55,2,1.89,3.23,3.0,2.9,19,1
OLE-0822,2023-01-03,System Failure,E-Banking,5.0,2,0.78,0.8,1.0,3.5,16,1
ALE-0872,Synth-2022,Cyber-Fraud,Payments,25.12,1,1.26,2.2,1.76,2.9,18,1
ALE-1046,Synth-2022,System Failure,Retail Banking,98.17,5,2.38,1.44,1.49,2.8,26,1
ALE-0020,Synth-2022,Phishing,ATM Network,147.3,1,1.69,2.26,2.79,2.9,28,0
ALE-0056,Synth-2022,Tech Failure,ATM Network,165.87,1,1.47,2.03,2.4,4.0,20,1
OLE-0153,2023-06-06,Data Breach,Payments,65.36,5,1.11,0.86,1.0,3.4,23,1
OLE-0099,2022-06-14,System Failure,Retail Banking,99.84,1,0.49,1.11,1.0,2.7,17,0
ALE-1153,Synth-2022,Phishing,E-Banking,188.8,3,2.46,2.06,1.81,3.1,29,2
OLE-0510,2023-03-14,Cyber-Fraud,E-Banking,32.95,1,1.48,1.1,1.0,2.6,19,2
